PixelNo,Wavelength,CCD_1,CCD_2,CCD_3,Calib_1,Calib_2,Calib_3,DarkSub_1,DarkSub_2,DarkSub_3,%T/R_1,%T/R_2,%T/R_3,Ref,Dark,Absorb_1,Absorb_2,Absorb_3,AbsIrrad_1,AbsIrrad_2,AbsIrrad_3
3173,3.53E+02,6.95E+02,0.00E+00,0.00E+00,6.95E+02,0.00E+00,0.00E+00,6.95E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.42E-01,0.00E+00,0.00E+00
3174,3.53E+02,6.37E+02,0.00E+00,0.00E+00,6.37E+02,0.00E+00,0.00E+00,6.37E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.24E-01,0.00E+00,0.00E+00
3175,3.52E+02,6.69E+02,0.00E+00,0.00E+00,6.69E+02,0.00E+00,0.00E+00,6.69E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.36E-01,0.00E+00,0.00E+00
3176,3.52E+02,6.16E+02,0.00E+00,0.00E+00,6.16E+02,0.00E+00,0.00E+00,6.16E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.18E-01,0.00E+00,0.00E+00
3177,3.52E+02,6.26E+02,0.00E+00,0.00E+00,6.26E+02,0.00E+00,0.00E+00,6.26E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.22E-01,0.00E+00,0.00E+00
3178,3.52E+02,6.34E+02,0.00E+00,0.00E+00,6.34E+02,0.00E+00,0.00E+00,6.34E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.24E-01,0.00E+00,0.00E+00
3179,3.51E+02,5.92E+02,0.00E+00,0.00E+00,5.92E+02,0.00E+00,0.00E+00,5.92E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.12E-01,0.00E+00,0.00E+00
3180,3.51E+02,6.03E+02,0.00E+00,0.00E+00,6.03E+02,0.00E+00,0.00E+00,6.03E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.15E-01,0.00E+00,0.00E+00
3181,3.51E+02,6.05E+02,0.00E+00,0.00E+00,6.05E+02,0.00E+00,0.00E+00,6.05E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.16E-01,0.00E+00,0.00E+00
3182,3.50E+02,6.14E+02,0.00E+00,0.00E+00,6.14E+02,0.00E+00,0.00E+00,6.14E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.21E-01,0.00E+00,0.00E+00
3183,3.50E+02,6.41E+02,0.00E+00,0.00E+00,6.41E+02,0.00E+00,0.00E+00,6.41E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.31E-01,0.00E+00,0.00E+00
3184,3.50E+02,7.16E+02,0.00E+00,0.00E+00,7.16E+02,0.00E+00,0.00E+00,7.16E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.59E-01,0.00E+00,0.00E+00
3185,3.50E+02,6.43E+02,0.00E+00,0.00E+00,6.43E+02,0.00E+00,0.00E+00,6.43E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.36E-01,0.00E+00,0.00E+00
3186,3.49E+02,6.36E+02,0.00E+00,0.00E+00,6.36E+02,0.00E+00,0.00E+00,6.36E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.34E-01,0.00E+00,0.00E+00
3187,3.49E+02,6.36E+02,0.00E+00,0.00E+00,6.36E+02,0.00E+00,0.00E+00,6.36E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.34E-01,0.00E+00,0.00E+00
3188,3.49E+02,6.27E+02,0.00E+00,0.00E+00,6.27E+02,0.00E+00,0.00E+00,6.27E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.32E-01,0.00E+00,0.00E+00
3189,3.49E+02,5.92E+02,0.00E+00,0.00E+00,5.92E+02,0.00E+00,0.00E+00,5.92E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.22E-01,0.00E+00,0.00E+00
3190,3.48E+02,6.80E+02,0.00E+00,0.00E+00,6.80E+02,0.00E+00,0.00E+00,6.80E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.55E-01,0.00E+00,0.00E+00
3191,3.48E+02,6.58E+02,0.00E+00,0.00E+00,6.58E+02,0.00E+00,0.00E+00,6.58E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E-01,0.00E+00,0.00E+00
3192,3.48E+02,6.78E+02,0.00E+00,0.00E+00,6.78E+02,0.00E+00,0.00E+00,6.78E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.57E-01,0.00E+00,0.00E+00
3193,3.48E+02,7.28E+02,0.00E+00,0.00E+00,7.28E+02,0.00E+00,0.00E+00,7.28E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.78E-01,0.00E+00,0.00E+00
3194,3.47E+02,7.52E+02,0.00E+00,0.00E+00,7.52E+02,0.00E+00,0.00E+00,7.52E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.89E-01,0.00E+00,0.00E+00
3195,3.47E+02,6.59E+02,0.00E+00,0.00E+00,6.59E+02,0.00E+00,0.00E+00,6.59E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.54E-01,0.00E+00,0.00E+00
3196,3.47E+02,6.37E+02,0.00E+00,0.00E+00,6.37E+02,0.00E+00,0.00E+00,6.37E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.45E-01,0.00E+00,0.00E+00
3197,3.47E+02,6.21E+02,0.00E+00,0.00E+00,6.21E+02,0.00E+00,0.00E+00,6.21E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.41E-01,0.00E+00,0.00E+00
3198,3.46E+02,6.18E+02,0.00E+00,0.00E+00,6.18E+02,0.00E+00,0.00E+00,6.18E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.39E-01,0.00E+00,0.00E+00
3199,3.46E+02,6.28E+02,0.00E+00,0.00E+00,6.28E+02,0.00E+00,0.00E+00,6.28E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.45E-01,0.00E+00,0.00E+00
3200,3.46E+02,6.48E+02,0.00E+00,0.00E+00,6.48E+02,0.00E+00,0.00E+00,6.48E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.55E-01,0.00E+00,0.00E+00
3201,3.45E+02,6.48E+02,0.00E+00,0.00E+00,6.48E+02,0.00E+00,0.00E+00,6.48E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.52E-01,0.00E+00,0.00E+00
3202,3.45E+02,6.18E+02,0.00E+00,0.00E+00,6.18E+02,0.00E+00,0.00E+00,6.18E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.45E-01,0.00E+00,0.00E+00
3203,3.45E+02,6.54E+02,0.00E+00,0.00E+00,6.54E+02,0.00E+00,0.00E+00,6.54E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.58E-01,0.00E+00,0.00E+00
3204,3.45E+02,6.22E+02,0.00E+00,0.00E+00,6.22E+02,0.00E+00,0.00E+00,6.22E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.48E-01,0.00E+00,0.00E+00
3205,3.44E+02,6.59E+02,0.00E+00,0.00E+00,6.59E+02,0.00E+00,0.00E+00,6.59E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.64E-01,0.00E+00,0.00E+00
3206,3.44E+02,6.72E+02,0.00E+00,0.00E+00,6.72E+02,0.00E+00,0.00E+00,6.72E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.69E-01,0.00E+00,0.00E+00
3207,3.44E+02,6.14E+02,0.00E+00,0.00E+00,6.14E+02,0.00E+00,0.00E+00,6.14E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.47E-01,0.00E+00,0.00E+00
3208,3.44E+02,6.31E+02,0.00E+00,0.00E+00,6.31E+02,0.00E+00,0.00E+00,6.31E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.56E-01,0.00E+00,0.00E+00
3209,3.43E+02,6.09E+02,0.00E+00,0.00E+00,6.09E+02,0.00E+00,0.00E+00,6.09E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E-01,0.00E+00,0.00E+00
3210,3.43E+02,6.63E+02,0.00E+00,0.00E+00,6.63E+02,0.00E+00,0.00E+00,6.63E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.70E-01,0.00E+00,0.00E+00
3211,3.43E+02,6.79E+02,0.00E+00,0.00E+00,6.79E+02,0.00E+00,0.00E+00,6.79E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.78E-01,0.00E+00,0.00E+00
3212,3.43E+02,7.03E+02,0.00E+00,0.00E+00,7.03E+02,0.00E+00,0.00E+00,7.03E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.88E-01,0.00E+00,0.00E+00
3213,3.42E+02,6.94E+02,0.00E+00,0.00E+00,6.94E+02,0.00E+00,0.00E+00,6.94E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.84E-01,0.00E+00,0.00E+00
3214,3.42E+02,6.52E+02,0.00E+00,0.00E+00,6.52E+02,0.00E+00,0.00E+00,6.52E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.68E-01,0.00E+00,0.00E+00
3215,3.42E+02,6.97E+02,0.00E+00,0.00E+00,6.97E+02,0.00E+00,0.00E+00,6.97E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.88E-01,0.00E+00,0.00E+00
3216,3.41E+02,6.22E+02,0.00E+00,0.00E+00,6.22E+02,0.00E+00,0.00E+00,6.22E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.55E-01,0.00E+00,0.00E+00
3217,3.41E+02,6.01E+02,0.00E+00,0.00E+00,6.01E+02,0.00E+00,0.00E+00,6.01E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E-01,0.00E+00,0.00E+00
3218,3.41E+02,6.42E+02,0.00E+00,0.00E+00,6.42E+02,0.00E+00,0.00E+00,6.42E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.65E-01,0.00E+00,0.00E+00
3219,3.41E+02,6.54E+02,0.00E+00,0.00E+00,6.54E+02,0.00E+00,0.00E+00,6.54E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.73E-01,0.00E+00,0.00E+00
3220,3.40E+02,6.45E+02,0.00E+00,0.00E+00,6.45E+02,0.00E+00,0.00E+00,6.45E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.69E-01,0.00E+00,0.00E+00
3221,3.40E+02,6.10E+02,0.00E+00,0.00E+00,6.10E+02,0.00E+00,0.00E+00,6.10E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.54E-01,0.00E+00,0.00E+00
3222,3.40E+02,5.61E+02,0.00E+00,0.00E+00,5.61E+02,0.00E+00,0.00E+00,5.61E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.35E-01,0.00E+00,0.00E+00
3223,3.40E+02,5.70E+02,0.00E+00,0.00E+00,5.70E+02,0.00E+00,0.00E+00,5.70E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.38E-01,0.00E+00,0.00E+00
3224,3.39E+02,5.77E+02,0.00E+00,0.00E+00,5.77E+02,0.00E+00,0.00E+00,5.77E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.43E-01,0.00E+00,0.00E+00
3225,3.39E+02,5.98E+02,0.00E+00,0.00E+00,5.98E+02,0.00E+00,0.00E+00,5.98E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.52E-01,0.00E+00,0.00E+00
3226,3.39E+02,6.15E+02,0.00E+00,0.00E+00,6.15E+02,0.00E+00,0.00E+00,6.15E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.62E-01,0.00E+00,0.00E+00
3227,3.39E+02,8.63E+02,0.00E+00,0.00E+00,8.63E+02,0.00E+00,0.00E+00,8.63E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.67E-01,0.00E+00,0.00E+00
3228,3.38E+02,6.70E+02,0.00E+00,0.00E+00,6.70E+02,0.00E+00,0.00E+00,6.70E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.88E-01,0.00E+00,0.00E+00
3229,3.38E+02,5.77E+02,0.00E+00,0.00E+00,5.77E+02,0.00E+00,0.00E+00,5.77E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.46E-01,0.00E+00,0.00E+00
3230,3.38E+02,5.76E+02,0.00E+00,0.00E+00,5.76E+02,0.00E+00,0.00E+00,5.76E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,0.00E+00,0.00E+00
3231,3.38E+02,6.31E+02,0.00E+00,0.00E+00,6.31E+02,0.00E+00,0.00E+00,6.31E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.74E-01,0.00E+00,0.00E+00
3232,3.37E+02,6.25E+02,0.00E+00,0.00E+00,6.25E+02,0.00E+00,0.00E+00,6.25E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.73E-01,0.00E+00,0.00E+00
3233,3.37E+02,5.84E+02,0.00E+00,0.00E+00,5.84E+02,0.00E+00,0.00E+00,5.84E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.56E-01,0.00E+00,0.00E+00
3234,3.37E+02,5.44E+02,0.00E+00,0.00E+00,5.44E+02,0.00E+00,0.00E+00,5.44E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E-01,0.00E+00,0.00E+00
3235,3.36E+02,5.70E+02,0.00E+00,0.00E+00,5.70E+02,0.00E+00,0.00E+00,5.70E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.53E-01,0.00E+00,0.00E+00
3236,3.36E+02,6.12E+02,0.00E+00,0.00E+00,6.12E+02,0.00E+00,0.00E+00,6.12E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.75E-01,0.00E+00,0.00E+00
3237,3.36E+02,6.16E+02,0.00E+00,0.00E+00,6.16E+02,0.00E+00,0.00E+00,6.16E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.77E-01,0.00E+00,0.00E+00
3238,3.36E+02,5.77E+02,0.00E+00,0.00E+00,5.77E+02,0.00E+00,0.00E+00,5.77E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.61E-01,0.00E+00,0.00E+00
3239,3.35E+02,5.48E+02,0.00E+00,0.00E+00,5.48E+02,0.00E+00,0.00E+00,5.48E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,0.00E+00,0.00E+00
3240,3.35E+02,5.56E+02,0.00E+00,0.00E+00,5.56E+02,0.00E+00,0.00E+00,5.56E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.55E-01,0.00E+00,0.00E+00
3241,3.35E+02,5.56E+02,0.00E+00,0.00E+00,5.56E+02,0.00E+00,0.00E+00,5.56E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.57E-01,0.00E+00,0.00E+00
3242,3.35E+02,6.10E+02,0.00E+00,0.00E+00,6.10E+02,0.00E+00,0.00E+00,6.10E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.83E-01,0.00E+00,0.00E+00
3243,3.34E+02,6.11E+02,0.00E+00,0.00E+00,6.11E+02,0.00E+00,0.00E+00,6.11E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.86E-01,0.00E+00,0.00E+00
3244,3.34E+02,6.11E+02,0.00E+00,0.00E+00,6.11E+02,0.00E+00,0.00E+00,6.11E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.86E-01,0.00E+00,0.00E+00
3245,3.34E+02,5.75E+02,0.00E+00,0.00E+00,5.75E+02,0.00E+00,0.00E+00,5.75E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.74E-01,0.00E+00,0.00E+00
3246,3.34E+02,5.84E+02,0.00E+00,0.00E+00,5.84E+02,0.00E+00,0.00E+00,5.84E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.77E-01,0.00E+00,0.00E+00
3247,3.33E+02,5.88E+02,0.00E+00,0.00E+00,5.88E+02,0.00E+00,0.00E+00,5.88E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.82E-01,0.00E+00,0.00E+00
3248,3.33E+02,5.50E+02,0.00E+00,0.00E+00,5.50E+02,0.00E+00,0.00E+00,5.50E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.65E-01,0.00E+00,0.00E+00
3249,3.33E+02,5.35E+02,0.00E+00,0.00E+00,5.35E+02,0.00E+00,0.00E+00,5.35E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.62E-01,0.00E+00,0.00E+00
3250,3.33E+02,5.53E+02,0.00E+00,0.00E+00,5.53E+02,0.00E+00,0.00E+00,5.53E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.73E-01,0.00E+00,0.00E+00
3251,3.32E+02,6.40E+02,0.00E+00,0.00E+00,6.40E+02,0.00E+00,0.00E+00,6.40E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.18E-01,0.00E+00,0.00E+00
3252,3.32E+02,6.02E+02,0.00E+00,0.00E+00,6.02E+02,0.00E+00,0.00E+00,6.02E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.99E-01,0.00E+00,0.00E+00
3253,3.32E+02,5.83E+02,0.00E+00,0.00E+00,5.83E+02,0.00E+00,0.00E+00,5.83E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.91E-01,0.00E+00,0.00E+00
3254,3.31E+02,5.76E+02,0.00E+00,0.00E+00,5.76E+02,0.00E+00,0.00E+00,5.76E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.88E-01,0.00E+00,0.00E+00
3255,3.31E+02,5.94E+02,0.00E+00,0.00E+00,5.94E+02,0.00E+00,0.00E+00,5.94E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.97E-01,0.00E+00,0.00E+00
3256,3.31E+02,6.16E+02,0.00E+00,0.00E+00,6.16E+02,0.00E+00,0.00E+00,6.16E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.13E-01,0.00E+00,0.00E+00
3257,3.31E+02,6.24E+02,0.00E+00,0.00E+00,6.24E+02,0.00E+00,0.00E+00,6.24E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.18E-01,0.00E+00,0.00E+00
3258,3.30E+02,5.57E+02,0.00E+00,0.00E+00,5.57E+02,0.00E+00,0.00E+00,5.57E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.84E-01,0.00E+00,0.00E+00
3259,3.30E+02,5.85E+02,0.00E+00,0.00E+00,5.85E+02,0.00E+00,0.00E+00,5.85E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.02E-01,0.00E+00,0.00E+00
3260,3.30E+02,5.86E+02,0.00E+00,0.00E+00,5.86E+02,0.00E+00,0.00E+00,5.86E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.99E-01,0.00E+00,0.00E+00
3261,3.30E+02,6.36E+02,0.00E+00,0.00E+00,6.36E+02,0.00E+00,0.00E+00,6.36E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.30E-01,0.00E+00,0.00E+00
3262,3.29E+02,6.92E+02,0.00E+00,0.00E+00,6.92E+02,0.00E+00,0.00E+00,6.92E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.62E-01,0.00E+00,0.00E+00
3263,3.29E+02,6.43E+02,0.00E+00,0.00E+00,6.43E+02,0.00E+00,0.00E+00,6.43E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.36E-01,0.00E+00,0.00E+00
3264,3.29E+02,6.14E+02,0.00E+00,0.00E+00,6.14E+02,0.00E+00,0.00E+00,6.14E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.24E-01,0.00E+00,0.00E+00
